credit_risk_70;;;;;;;;;
loan_status;person_income;person_home_ownership;person_emp_length;loan_intent;loan_grade;loan_amnt;loan_int_rate;loan_percent_income;cb_person_default_on_file
1;29004;RENT;5.0;PERSONAL;C;12000;12.84;0.41;Y
0;39000;OWN;5.0;HOMEIMPROVEMENT;B;12000;11.99;0.31;N
0;110000;OWN;8.0;VENTURE;C;16000;12.73;0.15;N
0;120000;MORTGAGE;9.0;MEDICAL;A;10000;7.51;0.08;N
0;60000;OWN;11.0;PERSONAL;A;11800;8.63;0.20;N
0;55000;MORTGAGE;7.0;EDUCATION;B;1450;10.59;0.03;N
1;59000;RENT;2.0;DEBTCONSOLIDATION;C;5000;15.23;0.08;N
0;115000;MORTGAGE;6.0;VENTURE;D;25000;15.58;0.22;Y
0;35000;MORTGAGE;0.0;DEBTCONSOLIDATION;A;11850;6.54;0.34;N
0;59000;MORTGAGE;3.0;MEDICAL;B;6000;11.83;0.10;N
0;50000;MORTGAGE;4.0;DEBTCONSOLIDATION;A;9000;6.03;0.18;N
0;135000;MORTGAGE;0.0;VENTURE;A;10000;7.51;0.07;N
0;85000;MORTGAGE;9.0;DEBTCONSOLIDATION;A;7350;5.79;0.09;N
0;54000;MORTGAGE;5.0;PERSONAL;A;11000;5.42;0.20;N
0;63211;RENT;7.0;DEBTCONSOLIDATION;B;6500;11.86;0.10;N
1;54000;RENT;2.0;VENTURE;D;16000;14.83;0.30;N
0;42500;RENT;9.0;PERSONAL;B;12000;11.36;0.28;N
0;35000;MORTGAGE;10.0;VENTURE;A;6000;7.51;0.17;N
0;105000;RENT;7.0;MEDICAL;B;7200;11.71;0.07;N
0;30000;MORTGAGE;8.0;DEBTCONSOLIDATION;A;3000;7.29;0.10;N
0;44000;RENT;5.0;EDUCATION;D;10000;15.95;0.23;N
0;41004;MORTGAGE;5.0;VENTURE;B;24250;10.75;0.59;N
0;62000;MORTGAGE;9.0;HOMEIMPROVEMENT;A;9000;6.62;0.15;N
0;81600;MORTGAGE;7.0;VENTURE;A;9000;7.49;0.11;N
1;63582;MORTGAGE;3.0;HOMEIMPROVEMENT;C;14000;13.85;0.22;N
0;92000;MORTGAGE;15.0;MEDICAL;A;12000;7.66;0.13;N
0;42200;RENT;5.0;DEBTCONSOLIDATION;A;4450;9.32;0.11;N
1;28800;RENT;4.0;PERSONAL;E;14500;16.70;0.50;N
0;45000;MORTGAGE;12.0;DEBTCONSOLIDATION;B;5000;9.25;0.11;N
0;43000;MORTGAGE;0.0;EDUCATION;A;5000;7.14;0.12;N
0;50004;RENT;0.0;EDUCATION;A;9000;6.17;0.18;N
0;99504;RENT;5.0;DEBTCONSOLIDATION;C;7500;13.57;0.08;N
0;67000;MORTGAGE;2.0;DEBTCONSOLIDATION;A;5600;7.49;0.08;N
0;54996;RENT;5.0;DEBTCONSOLIDATION;A;7200;7.66;0.13;N
1;95000;RENT;0.0;DEBTCONSOLIDATION;D;20000;14.59;0.21;Y
0;107000;MORTGAGE;0.0;DEBTCONSOLIDATION;C;2500;10.78;0.02;Y
1;35000;RENT;5.0;VENTURE;C;13225;13.49;0.38;Y
0;32640;RENT;3.0;MEDICAL;A;4500;7.14;0.14;N
0;94000;RENT;1.0;EDUCATION;B;3000;10.99;0.03;N
0;29200;MORTGAGE;6.0;DEBTCONSOLIDATION;A;2500;6.76;0.09;N
0;102000;RENT;3.0;DEBTCONSOLIDATION;C;20000;13.85;0.20;N
1;62500;RENT;1.0;EDUCATION;B;24250;10.62;0.39;N
0;85000;RENT;5.0;EDUCATION;B;3000;10.99;0.04;N
1;39512;RENT;3.0;VENTURE;C;9000;15.23;0.23;N
0;90000;OWN;12.0;VENTURE;A;8000;7.51;0.09;N
0;26400;RENT;0.0;EDUCATION;C;2400;14.79;0.09;Y
0;125000;MORTGAGE;2.0;HOMEIMPROVEMENT;C;8500;13.47;0.07;Y
0;33048;RENT;2.0;MEDICAL;C;1800;12.53;0.05;N
0;31200;RENT;0.0;DEBTCONSOLIDATION;A;2700;6.91;0.09;N
0;35000;OWN;5.0;VENTURE;A;4000;7.29;0.11;N
0;55000;OWN;17.0;VENTURE;B;2000;12.53;0.04;N
1;20800;RENT;0.0;MEDICAL;A;7250;8.00;0.35;N
0;48000;RENT;3.0;MEDICAL;A;5500;7.49;0.11;N
0;110000;RENT;3.0;DEBTCONSOLIDATION;C;10000;13.57;0.09;Y
0;39996;RENT;0.0;EDUCATION;C;6000;11.66;0.15;N
1;29000;RENT;6.0;MEDICAL;C;5000;12.99;0.17;Y
0;64000;RENT;1.0;PERSONAL;C;10000;11.66;0.16;N
1;33000;MORTGAGE;5.0;HOMEIMPROVEMENT;C;2000;14.27;0.06;N
1;32000;RENT;8.0;DEBTCONSOLIDATION;C;12000;12.87;0.38;Y
0;32500;MORTGAGE;6.0;MEDICAL;C;6600;12.73;0.20;N
0;40000;OWN;5.0;VENTURE;A;8000;7.66;0.20;N
1;64000;RENT;3.0;PERSONAL;A;3600;7.49;0.06;N
0;53500;MORTGAGE;3.0;MEDICAL;B;10000;9.91;0.19;N
1;33996;RENT;11.0;EDUCATION;C;4000;13.47;0.12;N
1;73000;MORTGAGE;6.0;PERSONAL;D;7500;15.99;0.10;Y
0;190000;OWN;11.0;MEDICAL;B;23000;11.83;0.12;N
0;46704;RENT;2.0;PERSONAL;B;9000;11.49;0.19;N
0;41000;RENT;3.0;PERSONAL;B;5000;11.49;0.12;N
0;42000;OWN;8.0;EDUCATION;A;8000;6.62;0.19;N
1;30000;RENT;2.0;HOMEIMPROVEMENT;C;3000;12.99;0.10;N
0;50000;MORTGAGE;4.0;PERSONAL;B;7000;9.25;0.14;N
0;250000;OWN;8.0;MEDICAL;D;15000;15.99;0.06;Y
0;58000;RENT;3.0;VENTURE;B;13000;11.58;0.22;N
1;38599;RENT;3.0;MEDICAL;B;12000;10.38;0.31;N
0;42000;RENT;5.0;EDUCATION;A;1500;5.79;0.04;N
0;60000;MORTGAGE;3.0;VENTURE;A;5000;7.90;0.08;N
0;96000;OWN;12.0;PERSONAL;B;3000;9.63;0.03;N
0;75000;MORTGAGE;6.0;MEDICAL;C;15000;14.27;0.20;N
0;35360;MORTGAGE;7.0;MEDICAL;A;6350;7.51;0.18;N
1;14000;RENT;3.0;PERSONAL;C;5000;13.35;0.36;N
0;174996;MORTGAGE;11.0;MEDICAL;C;6500;13.35;0.04;Y
1;30000;RENT;9.0;DEBTCONSOLIDATION;A;10625;6.99;0.35;N
1;42300;RENT;8.0;PERSONAL;B;15000;11.99;0.35;N
0;33276;RENT;1.0;DEBTCONSOLIDATION;B;10000;11.83;0.30;N
1;70000;RENT;1.0;EDUCATION;D;4200;14.61;0.06;N
0;150000;MORTGAGE;9.0;MEDICAL;B;12500;11.58;0.08;N
0;150000;MORTGAGE;9.0;MEDICAL;C;20000;14.65;0.13;Y
0;50400;RENT;9.0;VENTURE;A;1800;8.90;0.04;N
0;80000;MORTGAGE;2.0;HOMEIMPROVEMENT;A;5000;6.99;0.06;N
1;74800;MORTGAGE;4.0;MEDICAL;C;8400;14.65;0.10;N
1;44172;RENT;4.0;PERSONAL;B;15000;10.37;0.34;N
0;200000;MORTGAGE;5.0;EDUCATION;C;16000;14.65;0.08;N
0;73000;MORTGAGE;6.0;MEDICAL;A;5000;7.49;0.07;N
0;63000;RENT;1.0;EDUCATION;B;18000;10.99;0.29;N
1;69000;RENT;0.0;HOMEIMPROVEMENT;E;20000;14.82;0.29;N
1;44000;RENT;3.0;PERSONAL;C;16000;13.99;0.36;Y
0;100000;RENT;3.0;MEDICAL;A;1200;8.59;0.01;N
0;50000;RENT;3.0;PERSONAL;C;10000;13.22;0.20;N
1;63719;MORTGAGE;0.0;MEDICAL;A;3500;7.90;0.05;N
0;78000;MORTGAGE;3.0;MEDICAL;B;20000;12.18;0.26;N
0;60682;RENT;3.0;VENTURE;A;8650;8.49;0.14;N
0;70000;MORTGAGE;9.0;PERSONAL;A;12000;5.79;0.17;N
0;78000;RENT;5.0;MEDICAL;A;4000;7.14;0.05;N
0;30200;OWN;3.0;VENTURE;B;9200;10.99;0.30;N
0;27600;RENT;2.0;MEDICAL;B;7000;9.76;0.25;N
1;48000;MORTGAGE;13.0;PERSONAL;C;5000;15.27;0.10;Y
0;40000;RENT;11.0;DEBTCONSOLIDATION;B;10000;10.65;0.25;N
1;34999;RENT;2.0;MEDICAL;B;12000;11.58;0.34;N
1;29000;RENT;5.0;DEBTCONSOLIDATION;B;10000;10.00;0.34;N
1;58575;RENT;2.0;MEDICAL;F;16000;19.47;0.27;N
1;54000;RENT;0.0;HOMEIMPROVEMENT;D;9000;15.65;0.17;Y
0;102000;OWN;10.0;MEDICAL;B;18000;9.33;0.18;N
0;40000;RENT;6.0;VENTURE;A;3000;5.42;0.07;N
0;74984;RENT;2.0;VENTURE;A;13500;7.29;0.18;N
1;39600;MORTGAGE;5.0;MEDICAL;A;6400;6.91;0.16;N
0;30000;RENT;3.0;MEDICAL;B;5000;9.88;0.17;N
0;59000;MORTGAGE;5.0;PERSONAL;B;5600;11.49;0.09;N
0;40000;MORTGAGE;1.0;PERSONAL;E;8000;16.00;0.20;Y
0;75000;MORTGAGE;9.0;HOMEIMPROVEMENT;A;11500;5.42;0.15;N
0;70000;OWN;8.0;PERSONAL;B;24250;12.18;0.35;N
1;54000;RENT;2.0;MEDICAL;D;7000;14.96;0.13;Y
0;165000;MORTGAGE;3.0;DEBTCONSOLIDATION;A;5000;5.42;0.03;N
0;120000;MORTGAGE;12.0;HOMEIMPROVEMENT;A;14500;5.42;0.12;N
0;45000;MORTGAGE;2.0;EDUCATION;D;8000;16.49;0.18;N
0;154000;MORTGAGE;4.0;PERSONAL;B;4000;10.37;0.03;N
0;50000;RENT;7.0;EDUCATION;E;8500;15.70;0.17;N
0;61000;MORTGAGE;4.0;PERSONAL;A;4500;6.54;0.07;N
0;50000;RENT;3.0;PERSONAL;B;7500;10.99;0.15;N
1;113000;MORTGAGE;5.0;HOMEIMPROVEMENT;C;25000;13.16;0.22;N
0;33600;RENT;0.0;DEBTCONSOLIDATION;C;5000;13.92;0.15;Y
0;53000;RENT;0.0;EDUCATION;B;6000;11.49;0.11;N
1;168000;RENT;2.0;HOMEIMPROVEMENT;E;18000;17.93;0.11;N
0;80000;RENT;12.0;MEDICAL;A;17000;5.79;0.21;N
0;230000;MORTGAGE;12.0;DEBTCONSOLIDATION;B;10000;10.95;0.04;N
0;135000;MORTGAGE;8.0;DEBTCONSOLIDATION;A;32000;7.90;0.24;N
0;45000;RENT;5.0;MEDICAL;B;2500;12.69;0.06;N
0;136000;MORTGAGE;13.0;VENTURE;B;2800;10.65;0.02;N
1;46000;RENT;3.0;MEDICAL;D;11000;16.29;0.24;Y
1;33000;RENT;8.0;DEBTCONSOLIDATION;A;12000;8.49;0.36;N
0;125000;RENT;6.0;DEBTCONSOLIDATION;C;7000;13.06;0.06;Y
0;40000;MORTGAGE;3.0;EDUCATION;B;6400;9.91;0.16;N
0;28596;MORTGAGE;3.0;PERSONAL;A;2000;7.29;0.07;N
0;49000;RENT;6.0;VENTURE;B;5000;11.86;0.10;N
0;34000;RENT;5.0;EDUCATION;B;10000;9.91;0.29;N
0;79000;RENT;0.0;MEDICAL;B;8000;11.49;0.10;N
0;25200;MORTGAGE;2.0;PERSONAL;A;7000;6.03;0.28;N
0;105000;MORTGAGE;6.0;DEBTCONSOLIDATION;B;12000;11.99;0.11;N
0;26400;RENT;0.0;EDUCATION;A;4000;7.90;0.15;N
0;108960;MORTGAGE;0.0;PERSONAL;C;10000;13.57;0.09;N
0;79000;MORTGAGE;4.0;VENTURE;D;2000;16.00;0.03;Y
1;20800;RENT;3.0;MEDICAL;D;9750;17.19;0.47;Y
1;37000;RENT;0.0;DEBTCONSOLIDATION;D;14000;14.42;0.38;N
1;29000;RENT;2.0;VENTURE;C;12250;13.61;0.42;N
1;55365;MORTGAGE;4.0;PERSONAL;F;25000;19.04;0.45;N
1;38000;MORTGAGE;0.0;MEDICAL;C;14000;14.26;0.37;Y
0;33000;RENT;5.0;VENTURE;D;4800;14.54;0.15;N
0;80004;OWN;8.0;HOMEIMPROVEMENT;B;25000;10.36;0.31;N
0;72500;MORTGAGE;12.0;HOMEIMPROVEMENT;B;8875;11.99;0.12;N
0;51000;RENT;1.0;EDUCATION;B;10000;11.83;0.20;N
0;39996;OWN;1.0;MEDICAL;B;11000;9.63;0.28;N
0;40000;RENT;1.0;VENTURE;B;4600;10.59;0.12;N
0;125004;MORTGAGE;9.0;PERSONAL;A;12000;7.14;0.10;N
0;81000;RENT;5.0;PERSONAL;D;12000;16.29;0.15;Y
0;55000;MORTGAGE;5.0;PERSONAL;A;15000;6.17;0.27;N
1;35364;RENT;1.0;MEDICAL;B;20000;12.53;0.57;N
0;70399;RENT;0.0;MEDICAL;A;1000;8.59;0.01;N
1;50000;RENT;1.0;MEDICAL;B;18000;12.42;0.36;N
0;56000;MORTGAGE;7.0;PERSONAL;B;4500;11.83;0.08;N
0;36000;OWN;10.0;EDUCATION;B;11200;9.76;0.31;N
0;115000;RENT;0.0;MEDICAL;B;6500;10.65;0.06;N
1;33736;RENT;5.0;MEDICAL;C;13600;13.57;0.40;Y
1;19800;RENT;0.0;MEDICAL;C;4725;11.22;0.24;N
0;70000;RENT;4.0;VENTURE;B;2500;10.36;0.04;N
0;100000;MORTGAGE;3.0;EDUCATION;B;12000;11.11;0.12;N
0;105000;RENT;4.0;EDUCATION;A;6000;7.14;0.06;N
1;26500;RENT;3.0;DEBTCONSOLIDATION;A;1900;7.29;0.07;N
0;182500;RENT;2.0;HOMEIMPROVEMENT;A;12500;5.42;0.07;N
1;39000;MORTGAGE;6.0;EDUCATION;A;7000;8.94;0.18;N
0;24000;RENT;2.0;MEDICAL;B;2500;10.37;0.10;N
0;70000;MORTGAGE;1.0;EDUCATION;B;20000;9.88;0.29;N
0;60000;RENT;4.0;HOMEIMPROVEMENT;B;5500;10.74;0.09;N
0;40000;MORTGAGE;1.0;EDUCATION;A;4800;5.42;0.12;N
0;90000;OWN;6.0;VENTURE;A;7000;7.14;0.08;N
1;12240;RENT;1.0;PERSONAL;D;1000;14.96;0.08;Y
0;63000;MORTGAGE;9.0;HOMEIMPROVEMENT;A;20000;8.49;0.32;N
0;60000;MORTGAGE;4.0;VENTURE;A;8000;7.88;0.13;N
0;60000;RENT;4.0;MEDICAL;A;12000;6.03;0.20;N
1;30000;RENT;2.0;DEBTCONSOLIDATION;D;12250;14.59;0.41;Y
0;50000;RENT;6.0;EDUCATION;D;11400;17.58;0.23;Y
0;112123;RENT;2.0;VENTURE;A;7200;8.59;0.06;N
1;93000;RENT;0.0;DEBTCONSOLIDATION;D;12000;13.12;0.13;N
1;27000;RENT;1.0;DEBTCONSOLIDATION;D;12000;13.24;0.44;Y
0;95000;MORTGAGE;12.0;EDUCATION;A;9000;5.42;0.09;N
1;44000;MORTGAGE;4.0;HOMEIMPROVEMENT;A;2200;8.90;0.05;N
0;46000;RENT;3.0;EDUCATION;B;12000;11.71;0.26;N
0;49000;RENT;6.0;VENTURE;B;5000;11.86;0.10;N
0;42597;RENT;5.0;VENTURE;B;9000;10.37;0.21;N
1;4000;RENT;0.0;MEDICAL;C;2000;13.22;0.50;Y
1;113050;MORTGAGE;4.0;MEDICAL;B;9000;12.53;0.07;N
0;30000;RENT;7.0;EDUCATION;B;3600;9.70;0.12;N
0;68000;MORTGAGE;3.0;DEBTCONSOLIDATION;A;10000;5.79;0.15;N
0;45000;MORTGAGE;5.0;EDUCATION;B;3800;10.65;0.08;N
0;48000;RENT;0.0;DEBTCONSOLIDATION;B;10000;10.62;0.21;N
1;39000;RENT;4.0;DEBTCONSOLIDATION;B;7200;10.65;0.18;N
0;50004;MORTGAGE;5.0;PERSONAL;A;10000;5.99;0.20;N
1;30000;RENT;1.0;HOMEIMPROVEMENT;B;2050;8.88;0.07;N
0;99600;MORTGAGE;1.0;HOMEIMPROVEMENT;B;12800;12.42;0.13;N
0;38000;RENT;1.0;MEDICAL;B;2000;11.83;0.05;N
0;36000;MORTGAGE;3.0;MEDICAL;A;5300;7.49;0.15;N
0;45000;RENT;2.0;PERSONAL;B;11200;10.59;0.25;N
1;98000;MORTGAGE;1.0;HOMEIMPROVEMENT;A;9000;9.63;0.09;N
0;84000;OWN;12.0;VENTURE;A;9875;7.51;0.12;N
0;30000;RENT;2.0;EDUCATION;B;2700;10.75;0.09;N
0;61000;RENT;7.0;PERSONAL;C;10000;15.96;0.16;N
0;225000;RENT;2.0;MEDICAL;B;25000;12.42;0.11;N
0;37000;RENT;6.0;MEDICAL;D;10750;14.59;0.29;Y
0;38000;RENT;3.0;MEDICAL;C;2000;12.87;0.05;Y
0;65000;RENT;7.0;EDUCATION;A;9000;6.91;0.14;N
1;30000;RENT;1.0;DEBTCONSOLIDATION;E;6400;16.00;0.21;N
0;90000;MORTGAGE;3.0;PERSONAL;A;3000;7.14;0.03;N
0;125000;MORTGAGE;6.0;HOMEIMPROVEMENT;A;16000;8.94;0.13;N
0;96000;OWN;0.0;EDUCATION;B;4000;9.88;0.04;N
1;60000;RENT;3.0;HOMEIMPROVEMENT;B;20000;10.08;0.33;N
0;70000;RENT;4.0;EDUCATION;A;6000;7.49;0.09;N
0;39500;MORTGAGE;8.0;VENTURE;A;5000;7.74;0.13;N
0;69575;RENT;3.0;MEDICAL;A;14000;9.63;0.20;N
0;50400;RENT;2.0;PERSONAL;B;7500;10.25;0.15;N
0;73000;MORTGAGE;3.0;VENTURE;A;10000;7.51;0.14;N
1;38400;RENT;0.0;DEBTCONSOLIDATION;B;13000;10.74;0.34;N
0;40000;MORTGAGE;5.0;MEDICAL;B;1500;10.36;0.04;N
1;37200;RENT;3.0;DEBTCONSOLIDATION;E;3000;19.29;0.08;Y
0;22800;RENT;5.0;PERSONAL;B;1000;11.49;0.04;N
0;160000;RENT;8.0;VENTURE;C;3600;15.23;0.02;N
0;45000;RENT;0.0;MEDICAL;B;4800;10.37;0.11;N
1;82000;RENT;12.0;VENTURE;G;16750;20.11;0.20;Y
0;60000;MORTGAGE;6.0;EDUCATION;D;5000;14.61;0.08;Y
0;45000;RENT;6.0;MEDICAL;B;11000;11.99;0.24;N
0;72500;MORTGAGE;7.0;EDUCATION;A;13200;7.29;0.18;N
0;90000;MORTGAGE;6.0;PERSONAL;A;15600;7.90;0.17;N
0;27600;RENT;4.0;EDUCATION;A;7500;6.76;0.27;N
0;94896;MORTGAGE;2.0;HOMEIMPROVEMENT;B;3500;11.89;0.04;N
0;64000;MORTGAGE;10.0;MEDICAL;A;5000;7.29;0.08;N
0;60000;MORTGAGE;10.0;VENTURE;B;20000;12.69;0.33;N
1;56400;RENT;4.0;MEDICAL;D;8000;14.96;0.14;Y
0;50004;MORTGAGE;5.0;PERSONAL;A;3000;8.59;0.06;N
1;25000;RENT;3.0;HOMEIMPROVEMENT;C;2000;13.16;0.08;Y
1;39000;RENT;6.0;MEDICAL;D;8000;14.91;0.21;Y
0;126400;MORTGAGE;0.0;DEBTCONSOLIDATION;B;13000;10.38;0.10;N
0;42320;MORTGAGE;6.0;VENTURE;C;7475;13.49;0.18;Y
0;73000;MORTGAGE;6.0;VENTURE;B;15000;11.83;0.21;N
0;57000;MORTGAGE;1.0;MEDICAL;C;4200;12.68;0.07;Y
1;29000;RENT;2.0;MEDICAL;C;2500;12.84;0.09;Y
0;60000;RENT;2.0;MEDICAL;C;16800;14.65;0.28;Y
0;64973;MORTGAGE;6.0;EDUCATION;B;9000;10.59;0.14;N
0;37500;RENT;0.0;DEBTCONSOLIDATION;A;1800;8.94;0.05;N
0;82000;MORTGAGE;2.0;PERSONAL;D;4500;15.05;0.05;Y
0;95000;MORTGAGE;3.0;MEDICAL;A;9950;8.49;0.10;N
0;170000;OWN;4.0;EDUCATION;B;20000;12.53;0.12;N
0;88000;RENT;8.0;EDUCATION;B;8000;10.38;0.09;N
0;122000;MORTGAGE;9.0;PERSONAL;C;20000;13.23;0.16;N
0;136000;MORTGAGE;5.0;EDUCATION;B;21000;9.99;0.15;N
0;96500;MORTGAGE;4.0;VENTURE;A;18000;7.51;0.19;N
0;44894;OWN;8.0;EDUCATION;A;3600;7.88;0.08;N
1;54000;MORTGAGE;9.0;MEDICAL;A;10000;9.63;0.19;N
0;51000;RENT;9.0;VENTURE;B;1600;10.59;0.03;N
1;59000;RENT;0.0;PERSONAL;F;2500;18.78;0.04;N
0;48000;RENT;3.0;MEDICAL;A;5500;7.49;0.11;N
0;52000;OWN;8.0;VENTURE;A;3000;9.63;0.06;N
0;60000;MORTGAGE;1.0;MEDICAL;B;6750;10.99;0.11;N
0;33500;RENT;4.0;PERSONAL;C;6225;14.79;0.19;N
0;77078;MORTGAGE;1.0;DEBTCONSOLIDATION;B;3425;12.18;0.04;N
0;110000;MORTGAGE;12.0;HOMEIMPROVEMENT;B;3500;11.49;0.03;N
0;39000;MORTGAGE;5.0;EDUCATION;A;5600;8.59;0.14;N
0;50000;RENT;0.0;MEDICAL;A;5000;6.91;0.10;N
0;34992;MORTGAGE;4.0;EDUCATION;F;22550;15.96;0.64;Y
1;75653;RENT;2.0;MEDICAL;F;20000;17.58;0.22;N
0;37342;RENT;3.0;VENTURE;C;4500;11.03;0.12;Y
1;33996;RENT;7.0;PERSONAL;B;8000;10.95;0.24;N
0;90000;RENT;4.0;DEBTCONSOLIDATION;C;13000;12.73;0.14;N
0;40000;RENT;3.0;VENTURE;B;7500;12.69;0.19;N
0;105504;RENT;5.0;VENTURE;E;15000;15.95;0.14;Y
1;30000;RENT;1.0;MEDICAL;E;6000;15.45;0.20;N
0;68400;RENT;2.0;DEBTCONSOLIDATION;B;10000;11.11;0.15;N
0;100000;MORTGAGE;4.0;MEDICAL;B;8000;9.99;0.08;N
0;67000;RENT;6.0;VENTURE;B;16000;10.99;0.24;N
0;33000;RENT;6.0;PERSONAL;C;6000;13.85;0.18;N
1;38000;RENT;2.0;DEBTCONSOLIDATION;B;12000;12.42;0.32;N
0;40000;RENT;4.0;EDUCATION;C;10000;14.27;0.25;Y
0;110000;MORTGAGE;2.0;VENTURE;C;14400;14.35;0.13;N
0;143000;RENT;2.0;MEDICAL;A;16000;6.03;0.11;N
0;24000;MORTGAGE;3.0;VENTURE;A;3000;7.49;0.13;N
0;32004;RENT;16.0;MEDICAL;B;4000;11.49;0.12;N
1;15300;OWN;5.0;MEDICAL;A;2500;6.03;0.16;N
0;80000;OWN;0.0;VENTURE;A;5500;8.94;0.07;N
0;81204;MORTGAGE;6.0;EDUCATION;A;3600;7.88;0.04;N
0;50000;RENT;5.0;PERSONAL;B;10000;11.71;0.20;N
0;215000;MORTGAGE;11.0;EDUCATION;A;12000;7.88;0.06;N
0;30000;RENT;0.0;VENTURE;C;6300;13.22;0.21;Y
0;115000;RENT;2.0;VENTURE;B;8000;11.71;0.07;N
0;58000;MORTGAGE;11.0;MEDICAL;B;3250;11.86;0.06;N
1;51000;RENT;3.0;DEBTCONSOLIDATION;D;3500;13.24;0.07;Y
0;38400;RENT;5.0;EDUCATION;C;3500;12.99;0.09;Y
0;85900;RENT;6.0;DEBTCONSOLIDATION;B;10000;12.53;0.12;N
0;35000;RENT;3.0;VENTURE;B;5000;10.65;0.14;N
1;26000;RENT;11.0;DEBTCONSOLIDATION;A;11000;8.59;0.42;N
0;180000;MORTGAGE;2.0;MEDICAL;C;8000;13.23;0.04;Y
0;50000;RENT;2.0;PERSONAL;C;8000;13.16;0.16;Y
0;42240;OWN;10.0;HOMEIMPROVEMENT;A;8000;6.62;0.19;N
1;34000;RENT;1.0;VENTURE;D;1600;14.84;0.05;Y
0;90000;MORTGAGE;4.0;DEBTCONSOLIDATION;C;12000;12.98;0.13;N
1;74476;MORTGAGE;6.0;EDUCATION;A;5000;8.49;0.07;N
0;42000;MORTGAGE;6.0;VENTURE;C;14750;12.99;0.35;Y
0;21000;RENT;0.0;DEBTCONSOLIDATION;C;4000;13.43;0.19;N
0;28800;RENT;5.0;PERSONAL;A;4500;7.88;0.16;N
0;45000;RENT;4.0;EDUCATION;A;9000;5.99;0.20;N
0;110000;MORTGAGE;9.0;HOMEIMPROVEMENT;A;15000;9.63;0.14;N
0;180000;MORTGAGE;3.0;VENTURE;B;9950;11.26;0.06;N
1;44000;MORTGAGE;7.0;PERSONAL;A;8500;7.14;0.19;N
0;58000;RENT;4.0;PERSONAL;B;12000;11.26;0.21;N
0;21168;RENT;3.0;VENTURE;C;2800;14.22;0.13;Y
0;67000;RENT;9.0;MEDICAL;C;10000;13.92;0.15;N
1;29000;RENT;5.0;EDUCATION;A;6000;7.88;0.21;N
1;46000;OWN;0.0;DEBTCONSOLIDATION;E;19750;16.70;0.43;Y
1;56200;RENT;0.0;EDUCATION;E;7725;13.75;0.14;N
0;63000;MORTGAGE;5.0;MEDICAL;B;7400;10.99;0.12;N
0;28650;MORTGAGE;1.0;MEDICAL;B;8000;10.37;0.28;N
0;60000;OWN;7.0;EDUCATION;A;12000;6.62;0.20;N
0;100000;MORTGAGE;4.0;EDUCATION;F;20500;18.67;0.20;N
0;150000;MORTGAGE;7.0;HOMEIMPROVEMENT;B;22000;10.38;0.15;N
0;114996;MORTGAGE;7.0;DEBTCONSOLIDATION;C;5000;13.49;0.04;N
0;69600;MORTGAGE;7.0;DEBTCONSOLIDATION;A;1200;6.99;0.02;N
0;60228;RENT;7.0;MEDICAL;C;8000;12.98;0.13;Y
1;253000;MORTGAGE;5.0;HOMEIMPROVEMENT;F;25000;17.26;0.10;N
0;25000;MORTGAGE;10.0;MEDICAL;A;7000;6.99;0.28;N
0;38400;RENT;8.0;MEDICAL;A;4200;6.76;0.11;N
1;84000;RENT;0.0;HOMEIMPROVEMENT;C;8000;12.61;0.10;N
0;50000;MORTGAGE;0.0;VENTURE;E;8000;19.42;0.16;N
0;75000;RENT;7.0;EDUCATION;A;5000;7.49;0.07;N
0;65000;MORTGAGE;2.0;DEBTCONSOLIDATION;A;7000;7.29;0.11;N
0;35000;RENT;5.0;MEDICAL;B;10000;12.21;0.29;N
0;44004;MORTGAGE;4.0;EDUCATION;A;9275;7.29;0.21;N
0;140000;MORTGAGE;2.0;HOMEIMPROVEMENT;E;15000;16.35;0.11;N
1;9600;RENT;0.0;VENTURE;A;1500;7.29;0.16;N
0;75000;OWN;5.0;PERSONAL;A;5000;8.49;0.07;N
0;170000;RENT;4.0;EDUCATION;C;35000;13.06;0.21;Y
0;57600;RENT;3.0;EDUCATION;A;14000;7.29;0.24;N
0;87000;MORTGAGE;6.0;PERSONAL;A;11200;8.49;0.13;N
0;100000;MORTGAGE;0.0;EDUCATION;C;12025;13.49;0.12;N
0;75000;RENT;0.0;MEDICAL;A;12000;7.88;0.16;N
0;84906;MORTGAGE;11.0;DEBTCONSOLIDATION;A;4500;7.51;0.05;N
1;36500;RENT;2.0;HOMEIMPROVEMENT;A;5000;6.91;0.14;N
0;45000;RENT;0.0;EDUCATION;C;9000;14.26;0.20;Y
0;27000;OWN;0.0;MEDICAL;B;7750;10.37;0.29;N
1;31500;RENT;1.0;VENTURE;D;6800;14.11;0.22;N
0;480000;MORTGAGE;5.0;PERSONAL;D;14000;14.61;0.03;N
0;60000;MORTGAGE;7.0;VENTURE;B;6000;10.38;0.10;N
1;13200;RENT;0.0;VENTURE;B;2500;9.91;0.19;N
0;68000;MORTGAGE;6.0;PERSONAL;A;10000;7.49;0.15;N
0;60000;MORTGAGE;7.0;PERSONAL;A;3600;6.99;0.06;N
0;75000;RENT;2.0;EDUCATION;B;19600;12.42;0.26;N
0;60000;OWN;0.0;HOMEIMPROVEMENT;D;16000;16.00;0.27;Y
0;37000;MORTGAGE;7.0;DEBTCONSOLIDATION;B;4400;10.99;0.12;N
